birthday,gender,level,position,department,education_level,major,experience,senority,current_position_experience,time_with_line_manager,salary,stock_option_level,num_working_hours,workplace_requirement_level,overtime,performance_level,work_travel_frequency,work_satisfaction_level,num_job_changes,status,home_distance,coworker_relationship_level,training_frequency,turnover
6/5/67,Male,4,Manufacturing Director,Research & Development,bachelor/engineer,Life Sciences,22,12,11,5,13973,1,40,very high,Yes,execellent,low,high,3,Married,24,outstanding,rarely,No
10/29/67,Male,2,System Engineer,Engineer,master,Technical Degree,5,0,0,0,4728,0,40,very high,Yes,execellent,high,high,3,Single,1,outstanding,frequently,Yes
9/13/66,Male,1,Laboratory Technician,Research & Development,master,Life Sciences,10,4,2,3,2075,2,40,very high,No,outstanding,low,very high,3,Married,9,good,frequently,No
3/10/66,Female,3,Healthcare Representative,Research & Development,master,Medical,23,13,12,8,7484,0,40,low,No,outstanding,high,low,3,Single,1,execellent,none,No
4/14/66,Female,4,Healthcare Representative,Research & Development,bachelor/engineer,Medical,21,7,7,0,13734,0,40,very high,No,execellent,low,medium,3,Single,3,execellent,frequently,No
2/14/66,Female,4,Manufacturing Director,Research & Development,college,Technical Degree,29,5,2,3,13142,0,40,very high,No,execellent,low,medium,3,Single,11,good,none,No
4/21/65,Male,2,Research Scientist,Research & Development,college,Technical Degree,18,10,9,9,5577,2,40,very high,Yes,execellent,low,low,3,Divorced,6,good,rarely,No
10/23/65,Female,4,Manufacturing Director,Research & Development,master,Medical,31,9,8,0,13826,0,40,high,No,outstanding,high,very high,3,Married,25,execellent,rarely,No
9/17/64,Male,4,Research Director,Research & Development,master,Medical,21,5,3,3,17584,3,40,high,Yes,execellent,low,high,3,Married,3,outstanding,frequently,No
6/7/64,Male,4,Research Director,Research & Development,bachelor/engineer,Life Sciences,32,5,1,3,14814,0,40,high,No,execellent,low,high,3,Married,7,execellent,rarely,No
8/30/64,Female,5,Manager,Research & Development,college,Medical,26,7,7,7,18606,1,40,very high,No,execellent,low,high,3,Divorced,7,good,frequently,No
2/10/64,Male,3,Healthcare Representative,Research & Development,master,Medical,11,4,3,2,7005,0,40,medium,No,execellent,low,very high,3,Married,24,execellent,rarely,No
5/6/63,Female,2,Research Scientist,Research & Development,master,Life Sciences,20,4,3,3,4869,0,40,very high,No,execellent,high,high,3,Single,20,outstanding,frequently,No
2/18/63,Male,4,Research Director,Research & Development,bachelor/engineer,Life Sciences,36,10,9,9,17779,0,40,very high,No,execellent,low,very high,3,Married,3,average,rarely,No
11/9/63,Female,4,Manager,Research & Development,master,Medical,26,14,9,12,16032,1,40,medium,No,outstanding,high,very high,3,Divorced,11,average,rarely,No
5/24/63,Female,4,Manager,Research & Development,doctor,Medical,36,10,8,7,17426,1,40,medium,No,outstanding,low,high,3,Married,22,execellent,frequently,No
10/15/63,Female,2,Research Scientist,Research & Development,college,Life Sciences,9,4,3,3,2897,2,40,low,No,execellent,low,high,3,Married,9,execellent,frequently,No
11/25/62,Male,3,System Engineer,Engineer,college,Technical Degree,24,1,0,0,10239,1,40,low,No,execellent,low,very high,3,Married,1,outstanding,frequently,No
9/5/62,Male,2,Laboratory Technician,Research & Development,college,Technical Degree,12,10,7,8,5415,1,40,medium,Yes,execellent,low,very high,3,Married,20,outstanding,frequently,No
8/20/62,Female,4,Manager,Engineer,doctor,Technical Degree,37,10,9,7,16835,0,40,low,No,outstanding,low,medium,3,Single,18,outstanding,rarely,No
8/3/62,Male,2,Healthcare Representative,Research & Development,master,Medical,17,8,7,7,6385,2,40,high,Yes,execellent,high,medium,3,Married,18,outstanding,rarely,No
1/31/62,Male,3,Manufacturing Director,Research & Development,highschool graduated,Life Sciences,23,3,2,2,10976,1,40,very high,No,execellent,high,medium,3,Married,2,good,frequently,No
11/16/60,Male,3,Healthcare Representative,Research & Development,college,Life Sciences,12,5,3,4,9439,1,40,high,Yes,execellent,low,very high,3,Divorced,24,good,rarely,No
5/30/60,Male,4,Manager,Engineer,bachelor/engineer,Technical Degree,32,1,0,0,14118,1,40,low,No,execellent,low,very high,3,Divorced,29,execellent,rarely,No
2/23/59,Female,5,Research Director,Research & Development,bachelor/engineer,Medical,32,9,8,5,19701,1,40,very high,Yes,outstanding,low,low,3,Married,1,execellent,rarely,No
10/11/58,Male,1,Research Scientist,Research & Development,bachelor/engineer,Life Sciences,7,1,0,0,2177,1,40,high,No,execellent,low,very high,3,Married,3,average,frequently,No
6/7/58,Female,4,Manufacturing Director,Research & Development,bachelor/engineer,Life Sciences,30,5,3,3,13726,0,40,high,Yes,execellent,low,very high,3,Single,2,average,frequently,No
9/21/58,Male,3,Manager,Engineer,college,Technical Degree,14,6,4,4,11904,1,40,medium,Yes,execellent,low,very high,3,Married,1,execellent,none,No
12/11/57,Male,3,Healthcare Representative,Research & Development,master,Medical,19,1,0,0,10883,1,40,high,No,outstanding,low,very high,3,Divorced,1,execellent,rarely,No
1/4/92,Male,1,Laboratory Technician,Research & Development,bachelor/engineer,Technical Degree,7,3,2,2,3229,1,40,low,No,execellent,low,very high,4,Married,1,good,rarely,No
8/20/92,Female,1,Human Resources,Staff,bachelor/engineer,Human Resources,6,2,0,2,2187,0,40,high,No,execellent,low,medium,4,Married,2,execellent,rarely,No
6/26/88,Male,2,Manufacturing Director,Research & Development,bachelor/engineer,Technical Degree,8,3,2,2,4262,2,40,very high,No,execellent,low,very high,4,Divorced,19,good,rarely,No
5/19/88,Female,2,Healthcare Representative,Research & Development,bachelor/engineer,Medical,11,8,7,1,4335,1,40,medium,No,execellent,low,high,4,Married,27,average,rarely,No
2/23/88,Female,1,Research Scientist,Research & Development,master,Life Sciences,11,7,5,7,2514,1,40,high,No,outstanding,low,very high,4,Divorced,28,average,none,No
9/30/88,Male,1,Human Resources,Staff,bachelor/engineer,Human Resources,4,2,2,0,2335,3,40,low,Yes,execellent,low,low,4,Divorced,13,outstanding,rarely,Yes
9/6/88,Male,2,Laboratory Technician,Research & Development,college,Other,10,4,3,3,4025,1,40,very high,Yes,execellent,low,medium,4,Married,13,average,rarely,No
6/2/87,Male,1,Laboratory Technician,Research & Development,bachelor/engineer,Life Sciences,9,5,3,4,2097,1,40,high,No,execellent,none,very high,4,Married,3,execellent,rarely,No
5/16/87,Female,1,Research Scientist,Research & Development,bachelor/engineer,Life Sciences,7,5,2,1,2132,0,40,low,Yes,execellent,low,high,4,Married,22,good,rarely,Yes
10/2/86,Male,2,System Engineer,Engineer,master,Technical Degree,12,7,7,7,6172,0,40,medium,Yes,execellent,low,high,4,Married,6,good,rarely,Yes
3/20/86,Male,2,System Engineer,Engineer,bachelor/engineer,Technical Degree,10,8,7,7,6929,1,40,medium,No,execellent,low,very high,4,Married,7,good,rarely,No
5/26/86,Male,2,System Engineer,Engineer,bachelor/engineer,Technical Degree,13,7,7,7,7547,3,40,very high,No,execellent,low,very high,4,Divorced,7,outstanding,rarely,No
12/28/86,Male,2,System Engineer,Engineer,highschool graduated,Technical Degree,10,6,5,5,6582,0,40,medium,Yes,execellent,low,very high,4,Single,2,execellent,rarely,No
3/29/86,Male,2,System Engineer,Engineer,master,Technical Degree,13,7,7,7,5460,2,40,low,No,outstanding,low,very high,4,Divorced,6,outstanding,frequently,No
11/27/86,Female,3,Research Director,Research & Development,bachelor/engineer,Medical,13,11,7,8,11031,1,40,high,No,outstanding,none,high,4,Married,10,execellent,rarely,No
5/27/85,Male,2,Laboratory Technician,Research & Development,highschool graduated,Technical Degree,9,6,2,4,2176,0,40,very high,No,execellent,low,low,4,Single,2,outstanding,frequently,No
9/29/85,Female,2,Research Scientist,Research & Development,college,Life Sciences,10,8,7,7,4998,0,40,very high,Yes,execellent,high,high,4,Single,2,outstanding,rarely,No
6/28/85,Male,2,System Engineer,Engineer,doctor,Technical Degree,7,4,3,3,9204,1,40,very high,No,execellent,low,very high,4,Married,7,execellent,rarely,No
12/18/85,Male,2,Research Scientist,Research & Development,master,Technical Degree,9,6,5,2,4087,1,40,very high,No,execellent,none,low,4,Married,1,good,rarely,No
11/21/84,Male,1,Laboratory Technician,Research & Development,bachelor/engineer,Medical,7,1,1,0,2496,0,40,high,No,execellent,low,very high,4,Single,2,outstanding,rarely,No
11/8/84,Female,4,Research Director,Research & Development,doctor,Medical,10,6,1,5,16184,1,40,low,No,execellent,low,high,4,Divorced,1,execellent,rarely,No
11/5/84,Male,3,Healthcare Representative,Research & Development,bachelor/engineer,Life Sciences,9,3,2,2,7119,1,40,very high,No,execellent,low,very high,4,Divorced,5,execellent,rarely,No
10/13/84,Male,1,Research Scientist,Research & Development,bachelor/engineer,Medical,5,2,2,2,2313,0,40,low,Yes,outstanding,low,medium,4,Single,25,good,none,Yes
1/14/83,Female,2,Laboratory Technician,Research & Development,bachelor/engineer,Medical,15,11,8,10,4444,2,40,high,No,execellent,high,medium,4,Divorced,19,execellent,rarely,No
1/8/83,Male,2,Human Resources,Staff,bachelor/engineer,Life Sciences,14,10,9,8,4490,2,40,high,No,execellent,high,medium,4,Married,11,outstanding,frequently,No
6/20/83,Male,2,Laboratory Technician,Research & Development,bachelor/engineer,Medical,10,8,7,7,5429,2,40,medium,No,execellent,low,high,4,Married,29,average,none,No
2/10/83,Male,2,Laboratory Technician,Research & Development,master,Life Sciences,11,7,1,7,5346,1,40,very high,No,execellent,high,low,4,Married,9,execellent,rarely,Yes
1/20/82,Male,1,Research Scientist,Research & Development,bachelor/engineer,Medical,5,3,2,2,2194,1,40,medium,No,execellent,high,low,4,Married,1,outstanding,rarely,No
10/3/82,Male,3,Healthcare Representative,Research & Development,bachelor/engineer,Life Sciences,10,8,7,0,7632,0,40,very high,Yes,execellent,low,high,4,Married,16,execellent,rarely,No
3/8/82,Male,2,Laboratory Technician,Research & Development,college,Other,9,3,2,2,3681,0,40,low,No,execellent,low,very high,4,Single,25,outstanding,rarely,No
10/5/82,Female,3,System Engineer,Engineer,college,Technical Degree,16,13,2,12,10377,1,40,high,Yes,execellent,none,very high,4,Married,8,good,frequently,No
8/25/81,Male,1,Laboratory Technician,Research & Development,college,Medical,13,8,7,2,2088,0,40,very high,No,execellent,high,medium,4,Single,3,execellent,rarely,No
10/9/81,Male,2,Research Scientist,Research & Development,bachelor/engineer,Technical Degree,10,8,0,7,4485,0,40,high,No,execellent,low,medium,4,Single,3,outstanding,rarely,No
9/12/81,Male,1,Laboratory Technician,Research & Development,master,Life Sciences,4,1,0,0,3688,2,40,high,No,execellent,high,very high,4,Married,18,outstanding,rarely,No
8/29/81,Female,2,System Engineer,Engineer,doctor,Technical Degree,7,1,0,0,6653,0,40,very high,No,execellent,none,very high,4,Single,1,good,frequently,No
5/16/81,Male,3,System Engineer,Engineer,master,Technical Degree,16,13,9,12,9699,1,40,low,No,execellent,high,very high,4,Married,3,average,rarely,No
10/2/81,Female,1,Research Scientist,Research & Development,bachelor/engineer,Life Sciences,6,2,2,2,2543,1,40,very high,No,execellent,low,high,4,Married,2,good,rarely,No
8/11/81,Male,1,Human Resources,Staff,bachelor/engineer,Human Resources,8,5,2,4,2143,1,40,high,No,execellent,low,medium,4,Married,13,good,rarely,No
11/8/81,Male,1,Laboratory Technician,Research & Development,master,Medical,16,11,8,9,2519,0,40,high,No,outstanding,low,high,4,Single,2,execellent,frequently,No
9/12/81,Male,2,System Engineer,Engineer,master,Technical Degree,12,7,7,7,5079,2,40,low,No,execellent,none,very high,4,Divorced,8,outstanding,rarely,No
6/2/81,Female,2,System Engineer,Engineer,master,Technical Degree,11,3,2,2,5647,2,40,high,No,execellent,low,low,4,Married,16,average,rarely,No
4/9/81,Female,3,Healthcare Representative,Research & Development,master,Life Sciences,9,3,2,2,8008,2,40,medium,No,execellent,low,low,4,Married,5,execellent,frequently,No
2/8/81,Female,2,Research Scientist,Research & Development,master,Other,15,1,0,0,6962,1,40,very high,Yes,outstanding,low,medium,4,Married,2,outstanding,rarely,No
5/21/81,Female,2,System Engineer,Engineer,master,Technical Degree,8,6,3,0,6652,1,40,medium,No,execellent,low,very high,4,Married,11,average,rarely,No
5/25/81,Male,2,Laboratory Technician,Research & Development,college,Medical,17,5,2,3,2571,1,40,high,No,execellent,high,very high,4,Married,23,execellent,rarely,No
6/3/80,Male,1,Research Scientist,Research & Development,college,Life Sciences,8,1,0,0,3022,0,40,medium,No,outstanding,low,medium,4,Married,19,average,none,No
7/3/80,Male,3,Research Director,Research & Development,master,Medical,16,5,2,2,13664,0,40,low,No,execellent,low,high,4,Single,7,average,rarely,No
8/29/80,Male,1,Human Resources,Staff,master,Human Resources,7,3,2,2,2073,0,40,high,Yes,outstanding,low,low,4,Divorced,6,outstanding,rarely,Yes
7/20/80,Male,1,Data Engineer,Engineer,master,Technical Degree,13,9,8,8,2793,1,40,low,No,execellent,high,very high,4,Divorced,4,execellent,rarely,No
5/15/80,Male,2,System Engineer,Engineer,master,Technical Degree,7,5,4,1,6502,1,40,high,No,execellent,low,very high,4,Married,6,good,frequently,No
9/4/80,Male,2,Research Scientist,Research & Development,bachelor/engineer,Medical,13,7,7,7,5974,2,40,high,Yes,execellent,low,low,4,Divorced,6,average,rarely,No
2/21/80,Female,3,Manufacturing Director,Research & Development,bachelor/engineer,Technical Degree,12,6,5,2,7491,0,40,medium,No,execellent,low,very high,4,Single,1,outstanding,rarely,No
4/17/80,Male,2,System Engineer,Engineer,bachelor/engineer,Technical Degree,17,3,0,0,9602,1,40,very high,Yes,execellent,low,high,4,Married,2,execellent,rarely,No
12/24/80,Male,2,System Engineer,Engineer,master,Technical Degree,9,1,0,0,6334,2,40,very high,No,execellent,low,high,4,Divorced,16,outstanding,rarely,No
7/31/80,Female,1,Laboratory Technician,Research & Development,bachelor/engineer,Medical,8,3,2,2,3629,0,40,low,No,execellent,low,high,4,Single,11,average,frequently,No
12/28/79,Female,2,System Engineer,Engineer,master,Technical Degree,12,8,3,7,8686,0,40,low,No,outstanding,low,very high,4,Single,1,execellent,rarely,No
8/30/79,Female,3,Manufacturing Director,Research & Development,bachelor/engineer,Life Sciences,10,1,0,0,7861,0,40,high,Yes,execellent,low,high,4,Single,1,outstanding,frequently,No
11/22/79,Male,2,Manufacturing Director,Research & Development,bachelor/engineer,Medical,7,5,2,4,4855,2,40,high,No,execellent,low,medium,4,Married,2,average,rarely,Yes
8/29/79,Female,1,Laboratory Technician,Research & Development,college,Medical,9,6,1,5,2468,1,40,high,No,execellent,high,medium,4,Married,2,good,frequently,No
8/23/79,Male,1,Data Engineer,Engineer,bachelor/engineer,Technical Degree,20,1,0,0,2858,0,40,low,No,execellent,low,low,4,Single,1,average,rarely,No
10/28/78,Female,2,System Engineer,Engineer,master,Technical Degree,17,15,11,9,5902,1,40,very high,No,execellent,low,high,4,Married,4,execellent,none,No
9/23/78,Female,2,System Engineer,Engineer,college,Technical Degree,12,1,0,0,5238,0,40,very high,Yes,execellent,low,high,4,Married,3,average,rarely,Yes
5/11/78,Female,3,Manufacturing Director,Research & Development,bachelor/engineer,Life Sciences,9,2,0,2,8376,0,40,medium,No,execellent,low,medium,4,Single,6,outstanding,rarely,No
1/22/78,Male,2,Manufacturing Director,Research & Development,bachelor/engineer,Medical,7,5,4,0,5295,0,40,very high,No,outstanding,low,medium,4,Married,12,execellent,rarely,No
7/20/78,Male,3,Healthcare Representative,Research & Development,highschool graduated,Medical,9,7,7,7,9991,1,40,very high,No,execellent,low,low,4,Married,6,average,frequently,No
2/5/77,Female,4,System Engineer,Engineer,bachelor/engineer,Technical Degree,22,1,0,0,13194,0,40,medium,Yes,execellent,none,medium,4,Single,24,outstanding,rarely,Yes
3/10/77,Male,3,Healthcare Representative,Research & Development,master,Technical Degree,14,11,10,1,10322,1,40,low,No,outstanding,low,very high,4,Married,20,outstanding,frequently,No
5/16/77,Female,1,Laboratory Technician,Research & Development,college,Life Sciences,7,4,3,2,3377,1,40,high,No,execellent,low,low,4,Married,2,outstanding,frequently,No
12/30/77,Female,2,Healthcare Representative,Research & Development,bachelor/engineer,Life Sciences,12,5,3,3,6513,1,40,high,No,execellent,low,very high,4,Divorced,1,outstanding,rarely,No
3/11/76,Male,4,Manager,Research & Development,bachelor/engineer,Life Sciences,21,7,6,7,17181,1,40,very high,No,execellent,high,low,4,Divorced,10,good,rarely,No
11/2/76,Male,1,Research Scientist,Research & Development,bachelor/engineer,Life Sciences,13,9,8,8,2451,1,40,low,No,execellent,low,high,4,Divorced,14,average,rarely,No
6/9/76,Female,1,Laboratory Technician,Research & Development,master,Life Sciences,10,7,7,0,2778,1,40,medium,Yes,execellent,low,very high,4,Divorced,2,execellent,none,Yes
5/21/75,Male,1,Laboratory Technician,Research & Development,college,Other,8,2,2,0,2093,1,40,medium,No,execellent,high,high,4,Married,5,outstanding,frequently,No
9/23/75,Male,2,Laboratory Technician,Research & Development,bachelor/engineer,Medical,16,1,0,0,4272,0,40,medium,No,execellent,low,very high,4,Single,29,average,rarely,No
8/4/75,Male,1,Laboratory Technician,Research & Development,bachelor/engineer,Medical,4,1,0,0,4841,1,40,high,No,execellent,low,medium,4,Married,2,good,rarely,No
10/18/75,Male,1,Laboratory Technician,Research & Development,bachelor/engineer,Life Sciences,8,0,0,0,3968,0,40,very high,No,execellent,low,high,4,Single,8,outstanding,rarely,No
3/12/74,Female,1,Research Scientist,Research & Development,bachelor/engineer,Medical,18,3,2,2,4739,0,40,medium,No,execellent,high,high,4,Single,28,outstanding,rarely,No
12/10/74,Male,1,Research Scientist,Research & Development,bachelor/engineer,Medical,7,5,4,2,2089,3,40,very high,No,execellent,none,very high,4,Divorced,7,outstanding,rarely,No
9/8/74,Female,2,Healthcare Representative,Research & Development,master,Other,8,5,2,2,4522,0,40,high,Yes,execellent,low,high,4,Divorced,8,outstanding,rarely,No
7/24/74,Male,4,Research Director,Research & Development,master,Other,21,1,0,0,16627,1,40,medium,Yes,execellent,low,very high,4,Divorced,6,execellent,rarely,No
10/25/74,Female,2,Healthcare Representative,Research & Development,bachelor/engineer,Life Sciences,12,5,2,2,5562,1,40,very high,No,execellent,high,very high,4,Married,1,good,rarely,No
7/14/74,Female,2,Manufacturing Director,Research & Development,bachelor/engineer,Life Sciences,4,1,0,0,4765,1,40,low,No,outstanding,low,medium,4,Divorced,8,execellent,rarely,No
6/21/74,Male,1,Research Scientist,Research & Development,bachelor/engineer,Life Sciences,7,3,2,2,2438,0,40,low,No,execellent,none,high,4,Single,9,execellent,rarely,No
1/11/73,Male,2,Laboratory Technician,Research & Development,bachelor/engineer,Medical,17,3,2,2,2042,1,40,medium,No,execellent,none,medium,4,Married,23,execellent,rarely,No
1/17/73,Female,2,Human Resources,Staff,master,Life Sciences,10,2,2,2,5985,0,40,low,No,execellent,low,high,4,Single,1,good,none,No
4/21/73,Male,5,Manager,Research & Development,master,Other,26,2,2,1,19513,1,40,very high,Yes,execellent,low,very high,4,Married,3,average,rarely,No
5/17/73,Male,1,Laboratory Technician,Research & Development,bachelor/engineer,Life Sciences,10,3,2,2,2362,0,40,low,No,execellent,low,low,4,Married,3,execellent,frequently,Yes
4/8/73,Male,2,Human Resources,Staff,doctor,Human Resources,14,10,7,2,5743,0,40,low,Yes,execellent,high,very high,4,Married,1,execellent,rarely,No
2/26/73,Female,1,Human Resources,Staff,bachelor/engineer,Life Sciences,8,2,2,2,3195,3,40,high,Yes,execellent,low,very high,4,Divorced,1,average,rarely,No
6/16/72,Male,3,Research Director,Research & Development,master,Other,17,0,0,0,13245,0,40,very high,Yes,execellent,low,low,4,Married,6,good,rarely,No
12/18/72,Female,2,System Engineer,Engineer,college,Technical Degree,9,5,4,3,5006,1,40,high,Yes,execellent,low,low,4,Divorced,4,average,rarely,No
1/16/72,Male,2,Manufacturing Director,Research & Development,master,Life Sciences,9,3,2,2,6434,1,40,low,No,execellent,high,high,4,Married,7,outstanding,none,No
3/13/72,Male,3,System Engineer,Engineer,bachelor/engineer,Technical Degree,18,5,4,2,10761,1,40,very high,Yes,execellent,low,low,4,Divorced,9,execellent,rarely,No
2/28/72,Female,1,Research Scientist,Research & Development,bachelor/engineer,Medical,7,3,2,2,4477,1,40,low,Yes,execellent,low,high,4,Married,7,execellent,rarely,No
2/5/72,Male,3,Manufacturing Director,Research & Development,bachelor/engineer,Technical Degree,10,3,1,2,9380,2,40,medium,Yes,execellent,low,very high,4,Married,29,outstanding,frequently,No
9/6/72,Male,1,Research Scientist,Research & Development,bachelor/engineer,Technical Degree,8,5,4,3,2132,1,40,very high,No,outstanding,low,very high,4,Married,28,outstanding,rarely,No
2/16/72,Female,3,Human Resources,Staff,bachelor/engineer,Life Sciences,9,5,0,3,9756,2,40,high,No,outstanding,low,high,4,Married,4,execellent,rarely,No
9/22/72,Female,2,System Engineer,Engineer,master,Technical Degree,10,8,7,7,5154,2,40,high,No,outstanding,none,high,4,Married,2,good,rarely,No
4/6/72,Male,2,Healthcare Representative,Research & Development,master,Medical,12,4,2,3,5399,0,40,medium,No,execellent,high,high,4,Single,1,execellent,rarely,No
7/7/71,Male,2,System Engineer,Engineer,master,Technical Degree,14,9,6,8,5772,0,40,low,Yes,outstanding,high,very high,4,Single,5,execellent,frequently,No
10/16/71,Male,3,System Engineer,Engineer,bachelor/engineer,Technical Degree,28,7,7,3,10096,1,40,low,No,execellent,low,very high,4,Divorced,9,average,none,Yes
9/19/71,Male,3,System Engineer,Engineer,bachelor/engineer,Technical Degree,13,10,6,3,10368,1,40,high,Yes,execellent,low,very high,4,Divorced,2,good,frequently,No
1/25/71,Female,2,Healthcare Representative,Research & Development,college,Medical,13,9,7,7,8926,1,40,very high,No,outstanding,low,medium,4,Married,21,outstanding,rarely,Yes
1/27/70,Male,5,Research Director,Research & Development,doctor,Life Sciences,21,3,2,1,18300,1,40,very high,No,execellent,low,high,4,Married,5,good,rarely,No
2/20/70,Female,2,System Engineer,Engineer,college,Technical Degree,8,5,4,3,6397,0,40,medium,Yes,execellent,high,high,4,Single,27,outstanding,rarely,Yes
1/13/70,Female,1,Laboratory Technician,Research & Development,master,Life Sciences,7,2,2,0,2105,0,40,medium,No,execellent,low,high,4,Single,9,execellent,rarely,No
3/5/69,Male,1,Research Scientist,Research & Development,master,Medical,13,0,0,0,2259,2,40,very high,No,execellent,low,high,4,Married,20,average,rarely,No
12/4/69,Male,2,System Engineer,Engineer,bachelor/engineer,Technical Degree,15,2,2,2,5486,3,40,high,No,execellent,low,low,4,Divorced,7,average,rarely,No
1/8/69,Male,5,Research Director,Research & Development,bachelor/engineer,Life Sciences,29,22,10,9,19665,0,40,very high,No,execellent,low,medium,4,Married,10,outstanding,rarely,No
8/5/68,Female,3,Laboratory Technician,Research & Development,college,Other,29,26,9,7,7403,1,40,low,No,execellent,low,medium,4,Married,8,execellent,rarely,No
2/9/68,Female,2,Laboratory Technician,Research & Development,college,Medical,10,3,2,2,4789,1,40,high,No,outstanding,low,low,4,Married,3,average,rarely,No
4/27/68,Female,1,Laboratory Technician,Research & Development,bachelor/engineer,Medical,17,2,2,2,2587,1,40,very high,Yes,execellent,low,low,4,Divorced,16,good,rarely,No
7/30/68,Male,4,Manager,Research & Development,bachelor/engineer,Life Sciences,23,8,7,0,15379,0,40,high,No,execellent,low,high,4,Single,1,average,rarely,No
4/10/67,Female,3,System Engineer,Engineer,bachelor/engineer,Technical Degree,16,2,2,1,9208,0,40,high,No,execellent,high,very high,4,Single,12,outstanding,rarely,No
2/25/67,Male,1,Laboratory Technician,Research & Development,bachelor/engineer,Life Sciences,8,1,0,0,2380,0,40,low,No,execellent,low,very high,4,Married,9,good,frequently,No
12/30/67,Female,4,Research Director,Research & Development,bachelor/engineer,Life Sciences,25,3,2,2,16880,0,40,very high,Yes,execellent,low,low,4,Married,28,good,rarely,No
6/21/67,Male,5,Manager,Engineer,bachelor/engineer,Technical Degree,27,1,0,0,19331,1,40,high,Yes,execellent,low,high,4,Married,9,execellent,rarely,No
9/21/67,Male,3,System Engineer,Engineer,bachelor/engineer,Technical Degree,20,3,2,0,10854,1,40,very high,Yes,execellent,low,low,4,Divorced,28,good,rarely,Yes
2/5/66,Female,2,System Engineer,Engineer,college,Technical Degree,18,7,7,7,4936,1,40,high,No,execellent,low,very high,4,Married,14,execellent,rarely,No
12/30/66,Male,5,Manager,Engineer,bachelor/engineer,Technical Degree,31,29,10,10,19847,1,40,very high,Yes,outstanding,high,medium,4,Divorced,9,average,frequently,No
1/27/64,Female,5,Manager,Research & Development,bachelor/engineer,Other,26,14,13,8,19094,1,40,high,No,execellent,low,high,4,Divorced,5,outstanding,rarely,No
4/15/64,Male,4,Research Director,Research & Development,bachelor/engineer,Medical,35,9,8,8,16598,0,40,very high,No,execellent,low,medium,4,Single,2,good,rarely,No
11/7/64,Female,4,Manufacturing Director,Research & Development,master,Medical,27,3,2,2,12965,3,40,low,Yes,outstanding,none,high,4,Married,1,outstanding,rarely,No
1/12/63,Male,5,Research Director,Research & Development,college,Medical,24,4,2,2,19406,1,40,low,No,execellent,low,low,4,Married,5,execellent,frequently,No
12/2/63,Female,2,Research Scientist,Research & Development,master,Medical,14,7,1,7,6854,1,40,very high,No,execellent,low,very high,4,Married,7,good,rarely,No
5/25/62,Male,2,System Engineer,Engineer,highschool graduated,Technical Degree,12,9,7,3,5160,0,40,high,No,execellent,low,very high,4,Single,2,execellent,rarely,Yes
2/8/62,Female,5,Manager,Research & Development,college,Medical,23,19,9,11,19187,1,40,very high,No,execellent,low,high,4,Married,2,outstanding,frequently,No
9/18/62,Male,5,Manager,Staff,master,Human Resources,35,10,9,4,19636,1,40,high,Yes,execellent,low,medium,4,Married,26,average,none,No
5/22/61,Male,3,Manufacturing Director,Research & Development,bachelor/engineer,Life Sciences,37,6,4,2,7260,0,40,very high,No,execellent,low,very high,4,Single,7,average,rarely,No
11/4/61,Female,1,Research Scientist,Research & Development,bachelor/engineer,Life Sciences,19,2,2,2,4257,1,40,high,Yes,execellent,low,low,4,Divorced,8,execellent,rarely,No
4/19/61,Female,5,Manager,Research & Development,master,Technical Degree,28,5,2,2,19943,1,40,very high,No,execellent,low,low,4,Divorced,4,outstanding,rarely,No
5/1/61,Male,4,Manufacturing Director,Research & Development,bachelor/engineer,Life Sciences,33,19,16,9,13402,1,40,very high,Yes,execellent,low,medium,4,Married,23,average,none,No
3/24/61,Female,2,System Engineer,Engineer,doctor,Technical Degree,6,0,0,0,5380,1,40,very high,No,execellent,low,low,4,Married,11,execellent,rarely,No
6/10/59,Female,1,Research Scientist,Research & Development,bachelor/engineer,Medical,9,1,0,0,3346,1,40,medium,Yes,outstanding,low,medium,4,Married,9,good,rarely,No
2/3/59,Male,1,Research Scientist,Research & Development,bachelor/engineer,Technical Degree,7,1,0,0,2479,0,40,very high,No,outstanding,low,high,4,Single,2,average,frequently,Yes
12/4/59,Male,4,Manager,Engineer,bachelor/engineer,Technical Degree,37,16,9,14,16291,1,40,medium,No,outstanding,none,medium,4,Divorced,2,outstanding,none,No
9/11/59,Female,4,Manager,Engineer,bachelor/engineer,Technical Degree,29,1,0,0,17875,1,40,very high,Yes,execellent,low,very high,4,Married,21,execellent,rarely,No
6/21/58,Female,1,Laboratory Technician,Research & Development,bachelor/engineer,Medical,12,1,0,0,2670,3,40,high,Yes,outstanding,low,low,4,Married,3,average,rarely,No
1/17/57,Female,3,System Engineer,Engineer,bachelor/engineer,Technical Degree,22,18,13,11,10266,0,40,high,No,execellent,high,low,4,Married,28,outstanding,frequently,No
6/16/95,Male,1,Laboratory Technician,Research & Development,highschool graduated,Technical Degree,4,2,2,2,3894,0,40,high,No,execellent,high,high,5,Single,4,execellent,rarely,Yes
5/29/92,Male,1,Laboratory Technician,Research & Development,bachelor/engineer,Medical,6,2,2,2,4031,1,40,low,No,execellent,low,low,5,Married,3,execellent,frequently,Yes
3/6/91,Male,2,System Engineer,Engineer,college,Technical Degree,8,0,0,0,4306,2,40,low,No,execellent,low,high,5,Divorced,29,average,frequently,No
